time_us,record_type,payload_length,value_count,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7
9446124,56,32,8,508519,596378,721465,741412,789430,927586,899471,883428
9448017,56,32,8,508471,596228,721300,741221,789233,927338,899274,883250
9449919,56,32,8,508460,596112,721089,740996,788984,927101,899013,882979
9451810,56,32,8,508346,596047,720870,740808,788765,926759,898853,882835
9453708,56,32,8,508340,595880,720721,740580,788461,926551,898604,882572
9455615,56,32,8,508288,595794,720561,740368,788240,926197,898340,882314
9457508,56,32,8,508302,595675,720320,740092,788036,925926,898154,882032
9459405,56,32,8,508162,595606,720153,739922,787838,925662,897960,881822
9461310,56,32,8,508188,595553,720027,739729,787574,925434,897760,881663
9463218,56,32,8,508212,595432,719889,739547,787378,925138,897584,881518
9465125,56,32,8,508105,595310,719718,739354,787185,924929,897365,881319
9467022,56,32,8,508029,595202,719477,739170,786937,924656,897179,881136
9468930,56,32,8,508021,595063,719268,738953,786782,924403,896904,880877
9470837,56,32,8,508003,594979,719087,738701,786530,924129,896659,880658
9472734,56,32,8,507936,594875,718855,738499,786267,923789,896418,880406
9474640,56,32,8,507890,594766,718706,738291,786048,923534,896176,880129
9476537,56,32,8,507862,594656,718519,738029,785826,923240,895907,879925
9478435,56,32,8,507784,594547,718350,737826,785550,922931,895781,879711
9480333,56,32,8,507757,594454,718189,737675,785308,922736,895555,879512
9482231,56,32,8,507732,594328,717997,737463,785156,922486,895403,879369
9484137,56,32,8,507667,594286,717807,737309,784959,922254,895187,879188
9486039,56,32,8,507756,594139,717652,737101,784751,922012,895045,878960
9487938,56,32,8,507620,594020,717504,736858,784484,921478,894753,878738
9489844,56,32,8,507617,593965,717304,736569,784230,921377,894466,878434
9491742,56,32,8,507580,593828,717112,736393,783974,921129,894217,878202
9493644,56,32,8,507488,593680,716946,736186,783779,920784,894047,877957
9495545,56,32,8,507459,593608,716732,735992,783564,920514,893805,877755
9497442,56,32,8,507402,593504,716554,735764,783341,920284,893631,877589
9499336,56,32,8,507383,593370,716366,735604,783145,920041,893436,877479
9501231,56,32,8,507374,593324,716219,735426,782932,919823,893202,877227
9503128,56,32,8,507323,593197,715985,735276,782709,919559,893033,877015
9505022,56,32,8,507291,593104,715867,735040,782477,919276,892820,876769
9506916,56,32,8,507286,593022,715667,734848,782304,919054,892573,876573
9508810,56,32,8,507243,592906,715512,734657,782055,918782,892353,876365
9510707,56,32,8,507201,592842,715369,734419,781854,918541,892190,876132
9512614,56,32,8,507185,592757,715151,734226,781657,918266,891992,876017
9514502,56,32,8,507109,592643,715042,734107,781468,918123,891865,875836
9516398,56,32,8,507138,592558,714872,733904,781303,917864,891662,875709
9518297,56,32,8,507091,592476,714707,733732,781079,917554,891503,875446
9520193,56,32,8,507068,592364,714562,733572,780859,917342,891273,875287
9522088,56,32,8,507047,592299,714359,733314,780636,917091,891060,875071
9523984,56,32,8,506982,592196,714229,733116,780407,916821,890787,874791
9525887,56,32,8,506954,592095,714045,732938,780236,916580,890619,874564
9527780,56,32,8,506910,592000,713870,732751,780034,916352,890430,874413
9529675,56,32,8,506900,591918,713727,732554,779841,916120,890278,874204
9531568,56,32,8,506868,591836,713589,732414,779637,915857,890111,874043
9533460,56,32,8,506851,591724,713386,732180,779391,915665,889895,873895
9535360,56,32,8,506818,591674,713167,732030,779213,915393,889733,873700
9537257,56,32,8,506793,591560,713046,731853,778980,915140,889546,873494
9539151,56,32,8,506798,591411,712871,731589,778763,914855,889287,873254
9541045,56,32,8,506736,591337,712683,731402,778500,914561,889047,873004
9542941,56,32,8,506680,591218,712442,731183,778283,914315,888811,872777
9544846,56,32,8,506673,591118,712320,730967,778078,914083,888663,872586
9546740,56,32,8,506653,591048,712136,730811,777888,913836,888427,872419
9548644,56,32,8,506577,590928,711937,730580,777670,913578,888231,872228
9550537,56,32,8,506512,590833,711767,730440,777459,913306,888028,872020
9552434,56,32,8,506478,590736,711590,730208,777206,913034,887809,871800
9554327,56,32,8,506428,590577,711407,729980,776989,912748,887549,871571
9556222,56,32,8,506389,590467,711217,729720,776740,912393,887320,871304
9558123,56,32,8,506335,590383,711020,729505,776472,912145,887074,871030
9560020,56,32,8,506334,590243,710838,729330,776286,911893,886835,870813
9561916,56,32,8,506228,590147,710663,729087,776081,911590,886596,870616
9563810,56,32,8,506176,590055,710481,728924,775821,911321,886455,870447
9565707,56,32,8,506134,589923,710270,728709,775612,911088,886223,870254
9567614,56,32,8,506105,589817,710044,728482,775430,910874,885989,870052
9569502,56,32,8,506084,589691,709927,728295,775170,910566,885741,869824
9571396,56,32,8,506015,589597,709737,728090,774976,910294,885557,869573
9573296,56,32,8,505961,589519,709541,727867,774703,910018,885351,869341
9575189,56,32,8,505963,589381,709365,727670,774482,909756,885089,869118
9577089,56,32,8,505904,589332,709212,727501,774273,909516,884919,868935
9578983,56,32,8,505867,589257,709034,727329,774122,909282,884753,868765
9580880,56,32,8,505844,589170,708890,727147,773899,909090,884570,868624
9582774,56,32,8,505834,589040,708689,726971,773726,908833,884377,868452
9584671,56,32,8,505806,589005,708520,726851,773526,908623,884226,868261
9586565,56,32,8,505782,588896,708363,726620,773350,908390,884040,868061
9588459,56,32,8,505749,588813,708223,726436,773094,908082,883799,867846
9590360,56,32,8,505698,588718,708017,726202,772912,907853,883571,867593
9592257,56,32,8,505698,588608,707882,726030,772671,907585,883342,867406
9594151,56,32,8,505685,588529,707735,725808,772452,907335,883217,867207
9596045,56,32,8,505623,588418,707563,725622,772291,907101,883009,867056
9597941,56,32,8,505611,588361,707357,725501,772086,906916,882830,866910
9599846,56,32,8,505591,588261,707241,725313,771880,906712,882698,866716
9601739,56,32,8,505535,588139,707073,725163,771726,906412,882467,866522
9603639,56,32,8,505519,588068,706900,724943,771494,906179,882280,866316
9605535,56,32,8,505461,587950,706781,724772,771282,905906,882038,866069
9607430,56,32,8,505444,587873,706562,724522,771037,905633,881851,865874
9609326,56,32,8,505419,587794,706441,724355,770843,905408,881632,865677
9611221,56,32,8,505400,587714,706250,724112,770638,905119,881447,865506
9613124,56,32,8,505359,587603,706080,723932,770425,904916,881252,865298
9615017,56,32,8,505283,587515,705941,723755,770279,904661,881087,865175
9616911,56,32,8,505286,587462,705791,723621,770063,904465,880905,864963
9618805,56,32,8,505271,587304,705583,723468,769849,904168,880732,864779
9620701,56,32,8,505233,587168,705386,723222,769589,903892,880521,864569
9622609,56,32,8,505194,587092,705257,723032,769416,903649,880274,864334
9624499,56,32,8,505149,587024,705081,722813,769193,903373,880037,864124
9626394,56,32,8,505084,586922,704882,722602,768985,903107,879825,863883
9628298,56,32,8,505083,586776,704703,722406,768732,902863,879609,863684
9630192,56,32,8,505000,586675,704529,722191,768547,902614,879421,863499
9632088,56,32,8,504982,586612,704339,721998,768319,902376,879229,863308
9633982,56,32,8,504929,586463,704156,721838,768105,902116,878972,863056
9635880,56,32,8,504863,586388,703958,721601,767846,901798,878745,862871
9637775,56,32,8,504837,586243,703780,721423,767644,901528,878536,862605
9639671,56,32,8,504780,586144,703591,721154,767401,901292,878328,862384
9641565,56,32,8,504719,586023,703458,720993,767189,901030,878119,862167
9643459,56,32,8,504694,585965,703274,720778,766985,900704,877861,861969
9645367,56,32,8,504646,585843,703070,720614,766804,900518,877680,861812
9647257,56,32,8,504621,585740,702907,720398,766585,900213,877483,861510
9649164,56,32,8,504620,585628,702731,720151,766322,899918,877224,861406
9651068,56,32,8,504521,585480,702532,720034,766199,899703,877048,861165
9652965,56,32,8,504504,585497,702342,719813,765893,899463,876777,860929
9654863,56,32,8,504407,585333,702177,719609,765688,899180,876609,860676
9656767,56,32,8,504351,585163,701991,719325,765427,898872,876313,860398
9658671,56,32,8,504317,585077,701789,719081,765187,898578,876120,860167
9660571,56,32,8,504222,584938,701587,718940,764919,898333,875928,859959
9662473,56,32,8,504232,584860,701402,718748,764674,898054,875710,859831
9664386,56,32,8,504211,584802,701286,718541,764529,897825,875528,859661
9666281,56,32,8,504137,584706,701160,718388,764341,897658,875389,859504
9668180,56,32,8,504199,584616,700956,718216,764172,897416,875141,859374
9670085,56,32,8,504137,584530,700787,718069,763979,897155,874972,859137
9671984,56,32,8,504088,584419,700657,717879,763723,896904,874736,858869
9673887,56,32,8,504053,584300,700470,717641,763514,896575,874508,858542
9675789,56,32,8,503980,584221,700208,717404,763242,896366,874233,858363
9677688,56,32,8,503882,584124,700078,717224,763036,896045,874096,858161
9679602,56,32,8,503898,583926,699881,717007,762884,895811,873883,857987
9681493,56,32,8,503861,583889,699784,716772,762578,895535,873659,857775
9683397,56,32,8,503826,583774,699537,716545,762430,895324,873424,857561
9685301,56,32,8,503726,583607,699329,716401,762178,895050,873289,857374
9687201,56,32,8,503736,583539,699148,716231,761991,894820,873043,857190
9689098,56,32,8,503715,583489,698984,716063,761740,894499,872864,856944
9690997,56,32,8,503644,583359,698877,715836,761526,894258,872598,856746
9692897,56,32,8,503624,583251,698719,715648,761324,894069,872373,856554
9694794,56,32,8,503564,583200,698511,715482,761133,893830,872217,856348
9696688,56,32,8,503523,583080,698404,715338,760955,893596,872075,856180
9698598,56,32,8,503573,583019,698225,715130,760795,893331,871879,856033
9700485,56,32,8,503493,582891,698043,714939,760591,893153,871668,855808
9702380,56,32,8,503462,582763,697889,714776,760358,892825,871489,855634
9704275,56,32,8,503406,582695,697699,714536,760066,892584,871209,855357
9706168,56,32,8,503349,582562,697481,714348,759877,892297,871012,855122
9708068,56,32,8,503295,582457,697330,714135,759656,892019,870770,854896
9709964,56,32,8,503257,582357,697135,713898,759464,891764,870549,854694
9711859,56,32,8,503214,582250,696982,713679,759235,891502,870336,854502
9713754,56,32,8,503133,582110,696805,713561,759043,891270,870130,854258
9715655,56,32,8,503113,582011,696596,713360,758815,891040,869953,854057
9717548,56,32,8,503079,581918,696408,713150,758591,890758,869714,853869
9719443,56,32,8,503015,581808,696259,712961,758386,890446,869505,853669
9721339,56,32,8,502939,581711,696065,712747,758098,890200,869249,853408
9723234,56,32,8,502904,581571,695823,712493,757887,889845,868978,853180
9725134,56,32,8,502896,581490,695689,712297,757634,889618,868824,852895
9727029,56,32,8,502786,581370,695488,712065,757421,889341,868563,852706
9728923,56,32,8,502765,581240,695319,711892,757169,889098,868354,852516
9730824,56,32,8,502712,581160,695122,711691,757043,888880,868155,852342
9732719,56,32,8,502686,581083,694989,711525,756798,888628,867976,852157
9734620,56,32,8,502688,580990,694827,711360,756653,888437,867823,851995
9736510,56,32,8,502616,580905,694687,711180,756468,888185,867637,851804
9738405,56,32,8,502553,580758,694500,710995,756214,887897,867389,851618
9740307,56,32,8,502593,580641,694306,710737,756010,887637,867140,851358
9742203,56,32,8,502523,580579,694138,710555,755804,887361,867000,851176
9744097,56,32,8,502495,580468,693995,710396,755609,887181,866770,850993
9745991,56,32,8,502459,580384,693833,710243,755419,886981,866539,850818
9747891,56,32,8,502440,580281,693707,710074,755236,886719,866449,850664
9749784,56,32,8,502382,580243,693536,709888,755021,886508,866284,850524
9751681,56,32,8,502376,580153,693374,709720,754825,886260,866069,850309
9753575,56,32,8,502337,580016,693190,709559,754653,886050,865892,850092
9755470,56,32,8,502331,579949,693051,709316,754413,885813,865681,849872
9757371,56,32,8,502226,579876,692914,709187,754204,885524,865441,849668
9759267,56,32,8,502220,579775,692761,708921,754010,885273,865250,849448
9761162,56,32,8,502208,579683,692592,708739,753809,885025,865019,849273
9763061,56,32,8,502160,579563,692418,708593,753635,884831,864884,849123
9764956,56,32,8,502132,579487,692249,708430,753420,884632,864755,848970
9766851,56,32,8,502142,579419,692137,708282,753228,884341,864506,848801
9768746,56,32,8,502068,579330,691950,708075,753047,884069,864268,848579
9770644,56,32,8,501995,579202,691709,707864,752845,883810,864088,848334
9772537,56,32,8,501966,579119,691587,707648,752563,883498,863821,848092
9774429,56,32,8,501922,578984,691363,707438,752331,883244,863569,847812
9776324,56,32,8,501846,578819,691240,707212,752085,882946,863337,847593
9778219,56,32,8,501802,578752,691036,707019,751853,882687,863140,847411
9780116,56,32,8,501735,578642,690868,706838,751710,882491,862962,847261
9782012,56,32,8,501713,578590,690718,706729,751518,882277,862788,847113
9783907,56,32,8,501707,578495,690587,706526,751339,882053,862651,846944
9785801,56,32,8,501672,578404,690419,706351,751124,881839,862423,846718
9787695,56,32,8,501659,578342,690258,706155,750925,881573,862224,846511
9789603,56,32,8,501601,578237,690097,705988,750742,881305,861990,846328
9791491,56,32,8,501551,578147,689907,705776,750507,881078,861804,846087
9793386,56,32,8,501529,578059,689766,705576,750331,880833,861619,845910
9795282,56,32,8,501474,577961,689576,705402,750104,880611,861439,845740
9797177,56,32,8,501475,577829,689450,705275,749953,880358,861267,845563
9799077,56,32,8,501443,577776,689313,705129,749766,880163,861084,845443
9800970,56,32,8,501412,577665,689121,704920,749570,879927,860917,845211
9802864,56,32,8,501393,577595,688997,704746,749346,879705,860713,845033
9804759,56,32,8,501324,577512,688805,704567,749193,879478,860523,844826
9806661,56,32,8,501281,577424,688653,704372,748955,879176,860296,844621
9808555,56,32,8,501266,577299,688504,704157,748753,878952,860046,844387
9810450,56,32,8,501220,577228,688307,704011,748533,878718,859870,844239
9812354,56,32,8,501169,577138,688172,703822,748395,878490,859749,844037
9814249,56,32,8,501165,577048,687994,703652,748140,878261,859556,843865
9816143,56,32,8,501138,576948,687826,703444,747963,878010,859301,843730
9818036,56,32,8,501077,576839,687652,703264,747756,877786,859094,843478
9819931,56,32,8,500994,576755,687467,703062,747516,877483,858917,843213
9821834,56,32,8,500949,576647,687325,702850,747286,877179,858671,842980
9823731,56,32,8,500914,576492,687129,702652,747066,876921,858412,842733
9825632,56,32,8,500826,576395,686948,702390,746807,876665,858179,842495
9827522,56,32,8,500810,576276,686758,702200,746602,876400,857947,842304
9829415,56,32,8,500770,576162,686547,702008,746405,876156,857799,842155
9831311,56,32,8,500692,576085,686402,701831,746175,875911,857545,841937
9833207,56,32,8,500667,575971,686184,701644,745971,875640,857396,841734
9835102,56,32,8,500592,575870,686040,701444,745753,875353,857127,841552
9836996,56,32,8,500570,575733,685824,701236,745535,875117,856935,841342
9838898,56,32,8,500525,575619,685677,701038,745323,874843,856710,841082
9840799,56,32,8,500432,575536,685462,700791,745012,874604,856519,840824
