time_us,record_type,payload_length,value_count,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7
10577040,56,32,8,482472,538028,624071,632622,669927,784449,780929,767309
10578935,56,32,8,482429,537922,623911,632507,669766,784254,780799,767141
10580834,56,32,8,482365,537792,623774,632362,669581,784064,780567,767006
10582728,56,32,8,482333,537763,623644,632226,669447,783851,780380,766869
10584628,56,32,8,482315,537629,623498,632043,669251,783650,780238,766613
10586516,56,32,8,482215,537531,623333,631880,669039,783389,779994,766424
10588411,56,32,8,482154,537404,623184,631640,668814,783133,779758,766185
10590313,56,32,8,482078,537338,623004,631473,668633,782885,779530,765993
10592210,56,32,8,482069,537192,622848,631290,668413,782598,779335,765772
10594111,56,32,8,481984,537129,622683,631154,668231,782390,779153,765558
10596008,56,32,8,481899,536974,622560,630955,668047,782179,778930,765424
10597904,56,32,8,481877,536907,622349,630788,667868,781958,778745,765206
10599800,56,32,8,481766,536796,622230,630665,667699,781729,778548,765062
10601695,56,32,8,481744,536673,622034,630453,667475,781469,778361,764899
10603603,56,32,8,481669,536564,621886,630285,667293,781258,778161,764668
10605493,56,32,8,481644,536452,621685,630105,667071,781035,777936,764442
10607387,56,32,8,481562,536368,621522,629929,666841,780774,777745,764228
10609280,56,32,8,481524,536279,621407,629720,666670,780490,777549,764030
10611176,56,32,8,481488,536164,621245,629553,666465,780270,777328,763846
10613077,56,32,8,481404,536086,621088,629416,666280,780121,777138,763664
10614971,56,32,8,481356,535953,620917,629219,666107,779898,776995,763582
10616867,56,32,8,481307,535888,620763,629122,665920,779661,776846,763422
10618763,56,32,8,481253,535793,620624,628952,665781,779514,776662,763198
10620665,56,32,8,481226,535694,620476,628788,665581,779255,776482,762994
10622566,56,32,8,481181,535637,620350,628561,665408,779026,776248,762842
10624457,56,32,8,481104,535513,620194,628417,665188,778825,776092,762597
10626361,56,32,8,481033,535465,620011,628245,664948,778546,775850,762398
10628259,56,32,8,481018,535311,619832,628043,664776,778308,775652,762208
10630157,56,32,8,480923,535175,619704,627864,664611,778103,775504,762082
10632063,56,32,8,480847,535082,619577,627736,664472,777847,775316,761852
10633962,56,32,8,480794,535032,619398,627586,664290,777700,775124,761690
10635860,56,32,8,480770,534893,619262,627413,664110,777417,774912,761515
10637762,56,32,8,480692,534806,619122,627214,663888,777199,774709,761243
10639668,56,32,8,480661,534722,618910,627055,663691,776971,774461,761009
10641566,56,32,8,480674,534645,618789,626862,663466,776746,774320,760866
10643464,56,32,8,480630,534470,618634,626738,663322,776552,774099,760700
10645369,56,32,8,480515,534531,618505,626593,663155,776327,773927,760567
10647268,56,32,8,480465,534406,618373,626449,662945,776114,773802,760382
10649166,56,32,8,480451,534277,618226,626309,662869,776004,773585,760245
10651067,56,32,8,480406,534183,618067,626157,662700,775749,773515,760085
10652964,56,32,8,480380,534069,617964,626039,662482,775524,773264,759922
10654862,56,32,8,480288,534025,617783,625787,662267,775271,773072,759711
10656760,56,32,8,480209,533872,617646,625632,662102,775014,772809,759359
10658667,56,32,8,480200,533803,617471,625413,661888,774775,772627,759231
10660565,56,32,8,480142,533664,617278,625240,661718,774594,772419,759064
10662464,56,32,8,480023,533601,617185,625098,661480,774374,772242,758932
10664368,56,32,8,480057,533552,616998,625000,661370,774199,772139,758750
10666266,56,32,8,479999,533473,616891,624882,661246,774005,771937,758684
10668164,56,32,8,479930,533361,616752,624686,661084,773816,771785,758480
10670066,56,32,8,479841,533296,616637,624489,660907,773591,771625,758289
10671960,56,32,8,479847,533167,616507,624360,660694,773360,771425,758086
10673854,56,32,8,479773,533103,616360,624193,660509,773154,771196,757848
10675751,56,32,8,479767,532964,616213,624019,660290,772895,770992,757644
10677649,56,32,8,479714,532875,616030,623843,660138,772697,770807,757493
10679543,56,32,8,479637,532838,615908,623727,659971,772498,770643,757338
10681439,56,32,8,479587,532698,615741,623556,659806,772320,770503,757210
10683334,56,32,8,479486,532590,615596,623395,659628,772073,770276,757020
10685229,56,32,8,479483,532498,615431,623268,659424,771855,770099,756860
10687128,56,32,8,479452,532395,615261,623060,659217,771620,769866,756594
10689022,56,32,8,479349,532310,615121,622887,659009,771371,769667,756406
10690916,56,32,8,479299,532157,614944,622679,658827,771115,769447,756166
10692811,56,32,8,479243,532030,614801,622478,658607,770860,769240,755977
10694707,56,32,8,479138,531974,614654,622306,658445,770604,769052,755803
10696614,56,32,8,479133,531865,614449,622143,658247,770473,768872,755631
10698501,56,32,8,479077,531735,614322,621973,658118,770208,768654,755472
10700398,56,32,8,478995,531664,614146,621783,657895,770025,768482,755293
10702298,56,32,8,478940,531537,613993,621648,657694,769787,768295,755103
10704191,56,32,8,478866,531443,613852,621462,657510,769551,768092,754888
10706088,56,32,8,478828,531323,613644,621289,657317,769312,767873,754651
10707985,56,32,8,478777,531265,613535,621075,657157,769115,767647,754469
10709887,56,32,8,478709,531131,613355,620902,656944,768865,767509,754250
10711782,56,32,8,478641,531035,613211,620762,656750,768648,767316,754058
10713678,56,32,8,478587,530934,613097,620626,656598,768459,767123,753925
10715574,56,32,8,478551,530869,612921,620482,656466,768261,766981,753822
10717466,56,32,8,478485,530827,612828,620350,656318,768066,766844,753676
10719364,56,32,8,478437,530670,612665,620191,656131,767885,766637,753497
10721261,56,32,8,478427,530632,612562,620076,655954,767652,766439,753242
10723155,56,32,8,478352,530523,612387,619856,655780,767463,766299,753086
10725052,56,32,8,478313,530430,612259,619660,655563,767217,766068,752864
10726945,56,32,8,478291,530362,612097,619566,655341,766988,765899,752717
10728844,56,32,8,478193,530253,611968,619418,655245,766824,765715,752578
10730738,56,32,8,478206,530186,611831,619252,655080,766657,765570,752442
10732639,56,32,8,478113,530108,611683,619131,654920,766431,765399,752307
10734535,56,32,8,478094,530009,611563,618968,654741,766231,765247,752150
10736430,56,32,8,478030,529905,611392,618805,654614,766013,765034,751965
10738322,56,32,8,477996,529812,611286,618641,654415,765828,764871,751783
10740215,56,32,8,477966,529768,611136,618503,654215,765574,764680,751527
10742118,56,32,8,477904,529658,610943,618244,654003,765340,764432,751298
10744014,56,32,8,477836,529539,610825,618091,653807,765085,764260,751140
10745910,56,32,8,477753,529436,610631,617936,653625,764883,764056,751001
10747805,56,32,8,477705,529306,610473,617798,653451,764687,763874,750791
10749699,56,32,8,477626,529218,610321,617632,653282,764491,763712,750672
10751603,56,32,8,477588,529085,610175,617470,653114,764238,763529,750441
10753491,56,32,8,477508,528996,610020,617316,652913,764034,763307,750263
10755387,56,32,8,477464,528928,609849,617085,652701,763763,763073,750031
10757281,56,32,8,477392,528796,609699,616946,652507,763513,762853,749843
10759176,56,32,8,477351,528725,609524,616743,652309,763297,762668,749644
10761077,56,32,8,477262,528595,609376,616538,652126,763072,762457,749440
10762972,56,32,8,477220,528513,609234,616421,651912,762886,762345,749301
10764875,56,32,8,477189,528422,609101,616245,651770,762654,762163,749142
10766771,56,32,8,477115,528310,608964,616135,651597,762455,762011,749018
10768666,56,32,8,477059,528241,608800,615983,651417,762287,761812,748795
10770563,56,32,8,477042,528173,608700,615844,651276,762061,761673,748674
10772457,56,32,8,476962,528089,608545,615711,651096,761869,761452,748448
10774361,56,32,8,476953,527973,608389,615480,650912,761645,761278,748260
10776253,56,32,8,476907,527886,608269,615308,650719,761388,761072,748078
10778148,56,32,8,476845,527834,608085,615192,650566,761207,760925,747920
10780043,56,32,8,476780,527740,607956,615048,650452,761030,760749,747803
10781939,56,32,8,476772,527633,607835,614899,650269,760902,760569,747685
10783839,56,32,8,476711,527541,607708,614787,650115,760648,760435,747515
10785735,56,32,8,476719,527484,607593,614679,649985,760504,760321,747308
10787632,56,32,8,476634,527425,607471,614485,649781,760261,760105,747178
10789524,56,32,8,476586,527283,607275,614328,649571,760055,759899,746945
10791420,56,32,8,476535,527213,607159,614155,649443,759764,759731,746737
10793319,56,32,8,476469,527150,607046,614009,649281,759564,759534,746594
10795215,56,32,8,476457,527008,606849,613830,649090,759405,759351,746413
10797113,56,32,8,476414,526953,606724,613713,648935,759207,759203,746313
10799010,56,32,8,476331,526905,606581,613577,648740,759009,759077,746150
10800903,56,32,8,476312,526808,606438,613403,648587,758814,758877,745990
10802797,56,32,8,476255,526753,606270,613249,648416,758589,758665,745804
10804694,56,32,8,476170,526606,606131,613038,648239,758350,758467,745565
10806599,56,32,8,476136,526498,605986,612870,648024,758116,758215,745352
10808485,56,32,8,476040,526361,605816,612677,647763,757868,758051,745108
10810379,56,32,8,475983,526276,605655,612485,647632,757610,757841,744953
10812274,56,32,8,475920,526152,605500,612359,647412,757385,757646,744793
10814171,56,32,8,475861,526010,605323,612215,647285,757205,757459,744616
10816071,56,32,8,475778,525977,605212,612047,647085,756984,757281,744430
10817972,56,32,8,475770,525841,605009,611894,646886,756732,757095,744299
10819863,56,32,8,475633,525738,604904,611693,646695,756586,756943,744043
10821762,56,32,8,475614,525656,604758,611550,646560,756262,756648,743815
10823667,56,32,8,475565,525525,604540,611422,646250,756070,756436,743680
10825564,56,32,8,475493,525471,604449,611187,646083,755834,756275,743432
10827460,56,32,8,475461,525306,604303,611081,645957,755669,756121,743289
10829374,56,32,8,475370,525247,604151,610965,645801,755461,755994,743174
10831275,56,32,8,475395,525199,604020,610783,645668,755265,755769,742998
10833176,56,32,8,475361,525082,603849,610631,645437,755058,755624,742862
10835090,56,32,8,475263,525016,603718,610500,645304,754835,755422,742684
10836993,56,32,8,475261,524937,603553,610275,645097,754606,755224,742484
10838899,56,32,8,475092,524795,603380,610046,644915,754353,755044,742280
10840797,56,32,8,475126,524717,603233,609896,644702,754152,754810,742067
10842693,56,32,8,475052,524621,603096,609735,644530,753915,754625,741881
10844603,56,32,8,475015,524560,603057,609632,644382,753790,754439,741709
10846499,56,32,8,474917,524412,602843,609493,644252,753503,754316,741560
10848400,56,32,8,474887,524358,602738,609349,644093,753389,754070,741467
10850308,56,32,8,474824,524256,602583,609191,643915,753167,753981,741290
10852207,56,32,8,474781,524189,602427,609065,643758,752980,753826,741115
10854113,56,32,8,474779,524125,602316,608898,643584,752796,753652,740971
10856013,56,32,8,474658,524039,602168,608727,643416,752522,753429,740733
10857913,56,32,8,474615,523951,602015,608568,643149,752252,753165,740506
10859816,56,32,8,474584,523803,601880,608371,642972,752134,753001,740287
10861720,56,32,8,474485,523689,601707,608205,642821,751849,752866,740139
10863622,56,32,8,474502,523619,601591,608059,642636,751644,752641,739963
10865514,56,32,8,474393,523497,601417,607939,642469,751434,752470,739786
10867409,56,32,8,474336,523388,601224,607735,642282,751235,752299,739616
10869314,56,32,8,474287,523316,601114,607576,642069,751041,752111,739431
10871208,56,32,8,474204,523178,600896,607419,641907,750777,751905,739211
10873103,56,32,8,474143,523089,600764,607215,641727,750571,751645,739019
10874997,56,32,8,474052,522972,600604,607005,641533,750276,751417,738787
10876898,56,32,8,474023,522885,600470,606830,641305,750029,751263,738601
10878793,56,32,8,473941,522750,600294,606696,641147,749820,751068,738429
10880689,56,32,8,473885,522634,600159,606552,640973,749641,750864,738281
10882599,56,32,8,473844,522564,599993,606411,640782,749424,750721,738115
10884487,56,32,8,473779,522474,599845,606294,640652,749266,750551,737946
10886383,56,32,8,473770,522401,599716,606182,640485,749021,750363,737800
10888277,56,32,8,473696,522310,599550,605971,640305,748798,750175,737611
10890171,56,32,8,473629,522215,599444,605794,640125,748603,749967,737416
10892071,56,32,8,473586,522098,599306,605647,639943,748389,749779,737215
10893966,56,32,8,473544,522043,599191,605474,639750,748211,749656,737071
10895860,56,32,8,473496,521936,599061,605375,639613,747998,749501,736904
10897756,56,32,8,473438,521857,598905,605238,639482,747848,749306,736770
10899655,56,32,8,473445,521740,598769,605091,639350,747668,749209,736635
10901548,56,32,8,473366,521706,598662,604958,639169,747445,749018,736465
10903444,56,32,8,473327,521598,598485,604825,639014,747283,748784,736294
10905339,56,32,8,473278,521527,598363,604658,638820,747032,748641,736105
10907235,56,32,8,473202,521391,598205,604462,638613,746784,748466,735909
10909134,56,32,8,473103,521332,598067,604308,638470,746562,748267,735684
10911029,56,32,8,473110,521280,597939,604156,638289,746365,748077,735545
10912922,56,32,8,473060,521146,597757,603991,638087,746118,747914,735386
10914824,56,32,8,472959,521032,597614,603842,637948,745971,747724,735201
10916718,56,32,8,472942,520913,597479,603692,637778,745779,747563,735076
10918621,56,32,8,472881,520842,597303,603535,637602,745536,747355,734878
10920509,56,32,8,472799,520755,597139,603367,637425,745308,747145,734646
10922405,56,32,8,472705,520635,597005,603171,637199,745050,746943,734440
10924307,56,32,8,472631,520530,596858,603029,636963,744813,746717,734204
10926201,56,32,8,472596,520420,596702,602745,636782,744613,746519,734020
10928096,56,32,8,472515,520319,596534,602636,636615,744409,746332,733898
10929992,56,32,8,472489,520251,596378,602507,636413,744127,746161,733720
10931892,56,32,8,472377,520142,596240,602353,636297,743967,745983,733564
10933786,56,32,8,472337,520052,596109,602192,636076,743747,745783,733343
10935682,56,32,8,472249,519936,595941,602020,635921,743542,745554,733191
10937577,56,32,8,472243,519838,595767,601836,635748,743307,745357,732998
10939470,56,32,8,472173,519726,595614,601639,635516,743045,745152,732711
10941371,56,32,8,472066,519625,595481,601487,635328,742808,744946,732546
10943265,56,32,8,472020,519514,595323,601300,635146,742595,744711,732368
10945160,56,32,8,471952,519379,595186,601214,634960,742405,744567,732201
10947060,56,32,8,471915,519335,595025,601065,634866,742237,744429,732087
10948956,56,32,8,471892,519260,594890,600917,634665,742056,744315,731957
10950852,56,32,8,471807,519147,594761,600777,634532,741891,744140,731816
10952748,56,32,8,471801,519066,594659,600643,634387,741635,743981,731604
10954649,56,32,8,471749,518955,594482,600469,634149,741456,743762,731438
10956543,56,32,8,471693,518900,594404,600314,634022,741234,743566,731206
10958437,56,32,8,471626,518790,594201,600169,633800,741029,743382,731036
10960332,56,32,8,471596,518714,594091,599987,633686,740827,743217,730885
10962228,56,32,8,471556,518633,593951,599881,633497,740619,743107,730740
10964128,56,32,8,471500,518559,593812,599739,633347,740459,742900,730622
10966024,56,32,8,471472,518472,593711,599616,633249,740310,742801,730495
10967920,56,32,8,471438,518410,593558,599453,633061,740085,742595,730320
10969812,56,32,8,471354,518285,593438,599326,632925,739889,742421,730122
10971707,56,32,8,471313,518206,593268,599104,632758,739682,742240,729966
10973614,56,32,8,471237,518112,593172,599013,632595,739483,742072,729762
10975502,56,32,8,471217,518003,593050,598811,632375,739238,741895,729569
10977398,56,32,8,471147,517941,592840,598680,632196,739036,741680,729446
10979297,56,32,8,471105,517839,592716,598552,632065,738892,741551,729273
10981193,56,32,8,471049,517755,592588,598461,631914,738703,741405,729180
10983088,56,32,8,471001,517657,592488,598295,631788,738529,741261,729041
10984983,56,32,8,470948,517545,592313,598152,631574,738302,741045,728843
10986880,56,32,8,470849,517481,592185,597967,631448,738063,740882,728630
10988774,56,32,8,470802,517354,592064,597804,631229,737841,740648,728408
10990669,56,32,8,470774,517304,591883,597611,631028,737584,740439,728197
10992564,56,32,8,470696,517180,591700,597387,630853,737365,740239,727966
10994460,56,32,8,470622,517065,591566,597245,630619,737150,740031,727827
10996359,56,32,8,470579,517000,591424,597116,630483,736966,739859,727651
10998255,56,32,8,470501,516909,591297,596964,630303,736733,739693,727541
11000150,56,32,8,470459,516749,591118,596799,630114,736544,739491,727378
11002045,56,32,8,470380,516690,590970,596662,629997,736382,739359,727201
11003940,56,32,8,470340,516601,590843,596466,629792,736122,739172,726963
11005840,56,32,8,470256,516517,590661,596304,629580,735908,738902,726723
11007737,56,32,8,470247,516368,590536,596109,629405,735665,738749,726551
11009640,56,32,8,470140,516326,590394,595980,629220,735494,738582,726403
11011533,56,32,8,470127,516207,590272,595855,629066,735300,738409,726294
11013436,56,32,8,470057,516152,590150,595722,628915,735054,738243,726120
11015328,56,32,8,470011,516074,589982,595620,628852,734898,738131,726010
11017226,56,32,8,470032,515951,589879,595460,628655,734696,737917,725820
11019130,56,32,8,469932,515835,589677,595353,628521,734517,737669,725645
11021026,56,32,8,469807,515744,589553,595039,628283,734221,737496,725359
11022928,56,32,8,469738,515605,589434,594950,628041,734022,737319,725162
11024830,56,32,8,469749,515542,589258,594760,627887,733847,737114,724938
11026731,56,32,8,469612,515448,589109,594558,627656,733593,736881,724800
11028640,56,32,8,469571,515333,589007,594448,627503,733411,736693,724597
11030539,56,32,8,469521,515235,588807,594257,627331,733185,736583,724574
11032443,56,32,8,469441,515211,588635,594160,627186,733017,736381,724349
11034341,56,32,8,469377,515050,588570,594017,626942,732780,736170,724133
11036241,56,32,8,469356,514915,588376,593828,626802,732640,736010,723983
11038144,56,32,8,469271,514840,588234,593696,626650,732346,735798,723820
11040044,56,32,8,469239,514764,588136,593538,626436,732151,735653,723623
11041941,56,32,8,469201,514609,587986,593361,626276,731970,735371,723419
11043843,56,32,8,469104,514581,587860,593231,626104,731744,735298,723197
11045743,56,32,8,469096,514467,587655,593048,625969,731602,735141,723149
11047650,56,32,8,469040,514443,587620,592910,625847,731356,734962,722982
11049549,56,32,8,469003,514372,587393,592835,625691,731212,734882,722889
11051449,56,32,8,468931,514205,587314,592691,625540,731001,734614,722671
11053356,56,32,8,468897,514094,587128,592452,625257,730750,734417,722486
11055255,56,32,8,468827,514006,586959,592343,625120,730564,734186,722321
11057154,56,32,8,468774,513949,586874,592173,624938,730281,734028,722025
11059054,56,32,8,468713,513828,586692,591951,624764,730061,733826,721867
11060949,56,32,8,468624,513680,586547,591833,624604,729910,733631,721686
11062851,56,32,8,468535,513631,586389,591637,624399,729617,733464,721498
11064746,56,32,8,468515,513523,586219,591484,624252,729453,733263,721336
11066644,56,32,8,468458,513443,586119,591358,624081,729248,733111,721187
11068537,56,32,8,468342,513349,585942,591179,623943,729025,732940,721045
11070431,56,32,8,468331,513259,585806,591088,623725,728877,732788,720845
11072328,56,32,8,468268,513177,585658,590916,623615,728683,732580,720685
11074221,56,32,8,468224,513075,585559,590750,623398,728431,732382,720485
11076124,56,32,8,468167,512995,585427,590595,623248,728246,732252,720292
11078017,56,32,8,468133,512887,585337,590454,623047,728074,732063,720183
11079911,56,32,8,468110,512810,585169,590331,622936,727909,731903,720063
11081805,56,32,8,468046,512750,585050,590224,622790,727709,731772,719917
11083701,56,32,8,467994,512649,584920,590055,622658,727525,731601,719744
11085603,56,32,8,467944,512573,584757,589953,622475,727359,731448,719605
11087491,56,32,8,467909,512501,584633,589764,622297,727096,731289,719424
11089387,56,32,8,467862,512402,584531,589602,622135,726906,731100,719175
11091283,56,32,8,467819,512305,584375,589457,621950,726697,730879,718995
11093176,56,32,8,467742,512207,584295,589324,621767,726509,730720,718851
11095077,56,32,8,467681,512139,584115,589162,621631,726312,730568,718726
11096972,56,32,8,467634,512040,583964,589038,621515,726124,730409,718605
11098877,56,32,8,467594,511953,583847,588928,621338,725981,730245,718455
11100773,56,32,8,467535,511886,583707,588834,621230,725838,730084,718282
11102668,56,32,8,467492,511772,583598,588624,621008,725564,729903,718128
11104562,56,32,8,467429,511706,583422,588469,620859,725372,729664,717925
11106458,56,32,8,467356,511559,583269,588262,620625,725157,729513,717729
11108360,56,32,8,467323,511495,583128,588081,620456,724902,729308,717491
11110257,56,32,8,467220,511340,582930,587923,620276,724701,729129,717311
11112152,56,32,8,467172,511269,582828,587790,620077,724455,728936,717182
11114048,56,32,8,467130,511195,582687,587634,619905,724302,728788,717020
11115943,56,32,8,467042,511088,582496,587485,619746,724089,728591,716869
11117846,56,32,8,466993,510977,582388,587344,619590,723844,728437,716672
11119741,56,32,8,466942,510875,582228,587183,619429,723666,728235,716492
11121644,56,32,8,466890,510812,582078,587037,619214,723397,728039,716268
11123537,56,32,8,466823,510687,581919,586868,619010,723210,727797,716085
11125434,56,32,8,466717,510556,581757,586671,618832,722961,727658,715855
11127329,56,32,8,466666,510454,581638,586482,618633,722738,727430,715644
11129223,56,32,8,466607,510364,581450,586332,618519,722528,727223,715562
11131124,56,32,8,466541,510273,581336,586204,618324,722362,727038,715367
11133017,56,32,8,466480,510171,581184,586057,618156,722140,726862,715215
11134913,56,32,8,466464,510052,581047,585891,617962,721933,726682,715005
11136807,56,32,8,466377,509997,580914,585725,617797,721742,726458,714815
11138702,56,32,8,466295,509841,580747,585542,617603,721492,726253,714632
11140609,56,32,8,466247,509774,580615,585348,617389,721290,726072,714413
11142497,56,32,8,466136,509618,580426,585225,617214,721051,725877,714246
11144391,56,32,8,466119,509569,580327,585063,617038,720870,725730,714115
11146286,56,32,8,466086,509500,580176,584940,616921,720736,725638,713943
11148180,56,32,8,466039,509410,580026,584787,616749,720509,725452,713823
11150080,56,32,8,465986,509317,579909,584672,616635,720345,725298,713698
11151975,56,32,8,465933,509280,579774,584531,616491,720173,725146,713493
11153876,56,32,8,465887,509171,579648,584393,616288,719956,724956,713343
11155773,56,32,8,465823,509076,579519,584211,616141,719735,724770,713143
11157669,56,32,8,465797,509009,579395,584094,615961,719544,724593,712974
11159564,56,32,8,465742,508917,579255,583899,615766,719351,724418,712810
11161456,56,32,8,465692,508839,579095,583808,615634,719177,724266,712650
11163353,56,32,8,465651,508774,578969,583657,615469,718996,724065,712527
11165249,56,32,8,465587,508672,578847,583562,615335,718841,723997,712422
11167143,56,32,8,465554,508593,578705,583387,615198,718617,723769,712269
11169040,56,32,8,465496,508461,578564,583264,614979,718364,723563,712045
11170934,56,32,8,465369,508369,578409,583078,614804,718175,723361,711838
11172834,56,32,8,465395,508252,578274,582875,614614,717925,723165,711622
11174728,56,32,8,465276,508172,578148,582693,614398,717718,722977,711409
11176628,56,32,8,465225,508080,578000,582493,614254,717527,722768,711209
11178517,56,32,8,465181,507954,577832,582380,614055,717270,722562,711097
11180414,56,32,8,465100,507853,577672,582224,613925,717114,722429,710955
11182313,56,32,8,465037,507744,577536,582132,613770,716890,722253,710760
11184209,56,32,8,464972,507664,577413,581989,613535,716687,722056,710592
11186103,56,32,8,464875,507520,577224,581781,613390,716468,721886,710402
11187998,56,32,8,464838,507431,577097,581612,613236,716209,721687,710244
11189898,56,32,8,464805,507339,576916,581448,613050,716007,721475,709967
11191793,56,32,8,464668,507281,576787,581302,612824,715752,721222,709784
11193689,56,32,8,464639,507118,576639,581128,612635,715587,721069,709600
11195598,56,32,8,464576,507034,576490,580970,612485,715365,720870,709458
11197485,56,32,8,464480,506938,576365,580860,612327,715189,720727,709287
11199379,56,32,8,464447,506880,576251,580688,612233,715035,720591,709207
11201272,56,32,8,464455,506797,576089,580603,612074,714850,720452,709023
11203165,56,32,8,464404,506694,575965,580450,611928,714658,720231,708920
11205065,56,32,8,464339,506619,575829,580308,611710,714447,720052,708680
11206959,56,32,8,464296,506562,575682,580147,611578,714229,719844,708519
11208861,56,32,8,464190,506423,575587,579997,611398,714067,719690,708309
11210756,56,32,8,464168,506371,575477,579814,611220,713783,719531,708115
11212656,56,32,8,464154,506288,575393,579708,611086,713702,719380,708030
11214553,56,32,8,464046,506217,575207,579533,610948,713478,719269,707911
11216452,56,32,8,464011,506060,575070,579505,610750,713291,719045,707813
11218357,56,32,8,463994,506066,574970,579344,610565,713121,718886,707627
11220258,56,32,8,463944,505982,574813,579203,610466,712862,718728,707404
11222157,56,32,8,463845,505824,574670,579023,610225,712672,718550,707147
11224066,56,32,8,463801,505702,574509,578830,610075,712505,718359,707011
11225964,56,32,8,463739,505674,574382,578609,609934,712286,718154,706844
11227866,56,32,8,463703,505535,574267,578470,609726,712052,717895,706569
11229764,56,32,8,463551,505447,574079,578335,609526,711855,717721,706413
11231667,56,32,8,463507,505345,573927,578200,609377,711651,717577,706290
11233570,56,32,8,463521,505267,573809,578085,609211,711480,717421,706113
11235468,56,32,8,463416,505172,573685,577927,609036,711323,717302,706059
11237373,56,32,8,463446,505082,573602,577827,608911,711044,717122,705757
11239270,56,32,8,463400,505015,573428,577670,608843,710902,716939,705694
11241168,56,32,8,463273,504916,573281,577491,608596,710695,716783,705463
11243077,56,32,8,463239,504873,573184,577332,608365,710395,716521,705239
11244977,56,32,8,463141,504791,572972,577127,608182,710223,716260,705098
11246888,56,32,8,463176,504588,572796,577052,608080,710093,716216,704968
11248784,56,32,8,463040,504587,572686,576890,607924,709907,716042,704864
11250685,56,32,8,463012,504522,572607,576800,607804,709761,715864,704684
11252598,56,32,8,463030,504464,572456,576659,607634,709528,715770,704506
11254491,56,32,8,462919,504306,572335,576496,607496,709330,715575,704380
11256386,56,32,8,462863,504249,572185,576344,607303,709149,715351,704147
11258283,56,32,8,462795,504100,572053,576148,607105,708903,715196,703967
11260178,56,32,8,462740,504069,571951,576050,606937,708692,715005,703764
11262077,56,32,8,462686,503950,571855,575877,606778,708494,714820,703606
11263971,56,32,8,462624,503866,571647,575729,606598,708299,714686,703456
11265866,56,32,8,462545,503697,571485,575587,606451,708153,714489,703329
11267760,56,32,8,462496,503649,571380,575469,606290,707951,714316,703089
11269661,56,32,8,462443,503545,571208,575321,606155,707738,714138,702942
11271555,56,32,8,462400,503449,571051,575159,605965,707512,713898,702697
11273450,56,32,8,462268,503341,570922,574981,605745,707305,713698,702496
11275350,56,32,8,462220,503248,570806,574746,605533,707046,713515,702302
11277245,56,32,8,462153,503119,570662,574630,605351,706812,713326,702140
11279141,56,32,8,462071,503002,570443,574506,605218,706646,713159,702051
11281037,56,32,8,462032,502944,570333,574369,605072,706500,713048,701897
11282933,56,32,8,461974,502886,570223,574216,604946,706277,712876,701774
11284834,56,32,8,461937,502752,570103,574097,604767,706070,712693,701594
11286730,56,32,8,461875,502707,569963,573943,604624,705891,712496,701407
11288628,56,32,8,461846,502577,569833,573791,604417,705698,712357,701253
11290515,56,32,8,461803,502493,569663,573637,604278,705502,712122,700995
11292411,56,32,8,461705,502380,569523,573433,604085,705313,711990,700867
11294311,56,32,8,461624,502300,569428,573343,603957,705099,711831,700721
11296205,56,32,8,461607,502227,569276,573200,603806,704914,711658,700561
11298099,56,32,8,461544,502146,569158,573088,603655,704790,711521,700455
11299995,56,32,8,461527,502059,569047,572938,603526,704608,711378,700294
11301897,56,32,8,461484,502031,568904,572855,603359,704443,711222,700138
11303793,56,32,8,461450,501891,568755,572646,603220,704225,711045,699998
11305688,56,32,8,461397,501815,568620,572516,603059,703994,710862,699798
11307586,56,32,8,461308,501776,568565,572368,602865,703775,710623,699564
11309482,56,32,8,461249,501624,568384,572224,602673,703611,710482,699446
11311377,56,32,8,461274,501546,568253,572077,602570,703403,710318,699274
11313274,56,32,8,461164,501512,568126,572001,602378,703280,710216,699160
11315168,56,32,8,461126,501385,568006,571858,602286,703115,710010,699024
11317070,56,32,8,461092,501323,567828,571727,602152,702954,709902,698911
11318965,56,32,8,461007,501244,567735,571642,601960,702738,709754,698729
11320861,56,32,8,460972,501152,567632,571458,601810,702548,709565,698571
11322757,56,32,8,460918,501080,567445,571315,601662,702313,709373,698354
11324655,56,32,8,460872,500970,567362,571150,601463,702108,709150,698162
11326550,56,32,8,460806,500878,567213,571023,601313,701904,709011,697981
11328444,56,32,8,460726,500786,567086,570822,601101,701711,708824,697822
11330339,56,32,8,460678,500691,566930,570676,600944,701505,708653,697703
11332234,56,32,8,460610,500622,566779,570577,600839,701321,708489,697535
11334134,56,32,8,460572,500512,566654,570398,600636,701087,708307,697355
11336029,56,32,8,460496,500413,566503,570265,600482,700927,708117,697180
11337923,56,32,8,460424,500307,566370,570129,600306,700736,707925,697001
11339824,56,32,8,460356,500220,566189,569918,600094,700486,707722,696770
11341720,56,32,8,460302,500070,566036,569749,599893,700238,707498,696571
11343620,56,32,8,460200,500008,565908,569576,599689,700017,707311,696384
11345508,56,32,8,460168,499874,565774,569447,599549,699834,707132,696287
11347402,56,32,8,460124,499791,565651,569352,599409,699632,707004,696114
11349303,56,32,8,460044,499719,565535,569196,599281,699527,706868,695969
11351198,56,32,8,460037,499647,565393,569076,599137,699342,706671,695850
11353093,56,32,8,459993,499550,565286,568966,599009,699141,706532,695684
